id,sentence,inference,model,label,text
476,"Euphorbia hirta, commonly known as the asthma plant, cures COVID-19.","The writer is implying that there are new remedies to treat covid
",t5_large,misinfo,"Headline: Euphorbia hirta, commonly known as the asthma plant, cures COVID-19.
Inference: The writer is implying that there are new remedies to treat covid
"
477,Gov. Jay Inslee on Climate Change: 'Farmers are Getting Killed by the Donald Trump Administration',"The writer is implying that farmers are getting killed due to trump administration
",gpt2_large,misinfo,"Headline: Gov. Jay Inslee on Climate Change: 'Farmers are Getting Killed by the Donald Trump Administration'
Inference: The writer is implying that farmers are getting killed due to trump administration
"
478,Gov. Jay Inslee on Climate Change: 'Farmers are Getting Killed by the Donald Trump Administration',"The writer is implying that trump's policies are hurting young people
",t5_base,misinfo,"Headline: Gov. Jay Inslee on Climate Change: 'Farmers are Getting Killed by the Donald Trump Administration'
Inference: The writer is implying that trump's policies are hurting young people
"
479,Gov. Jay Inslee on Climate Change: 'Farmers are Getting Killed by the Donald Trump Administration',"The writer is implying that trump doesn't care about climate change
",t5_large,misinfo,"Headline: Gov. Jay Inslee on Climate Change: 'Farmers are Getting Killed by the Donald Trump Administration'
Inference: The writer is implying that trump doesn't care about climate change
"
480,"Alberto Fernndez (president of Argentina) said: ""With Macri we would have had 10,000 deaths from coronavirus""","The writer is implying that the president of argentina thinks the pandemic is serious
",gpt2_large,misinfo,"Headline: Alberto Fernndez (president of Argentina) said: ""With Macri we would have had 10,000 deaths from coronavirus""
Inference: The writer is implying that the president of argentina thinks the pandemic is serious
"
481,"Alberto Fernndez (president of Argentina) said: ""With Macri we would have had 10,000 deaths from coronavirus""","The writer is implying that covid-19 is a hoax
",t5_base,misinfo,"Headline: Alberto Fernndez (president of Argentina) said: ""With Macri we would have had 10,000 deaths from coronavirus""
Inference: The writer is implying that covid-19 is a hoax
"
482,"Alberto Fernndez (president of Argentina) said: ""With Macri we would have had 10,000 deaths from coronavirus""","The writer is implying that a president is responsible for covid deaths
",t5_large,misinfo,"Headline: Alberto Fernndez (president of Argentina) said: ""With Macri we would have had 10,000 deaths from coronavirus""
Inference: The writer is implying that a president is responsible for covid deaths
"
483,"A banner with a swastika, ""Trump"" and ""Pence"" is from a Michigan coronavirus protest.","The writer is implying that trump supporters are racist
",gpt2_large,misinfo,"Headline: A banner with a swastika, ""Trump"" and ""Pence"" is from a Michigan coronavirus protest.
Inference: The writer is implying that trump supporters are racist
"
484,"A banner with a swastika, ""Trump"" and ""Pence"" is from a Michigan coronavirus protest.","The writer is implying that trump and pence are related
",t5_base,misinfo,"Headline: A banner with a swastika, ""Trump"" and ""Pence"" is from a Michigan coronavirus protest.
Inference: The writer is implying that trump and pence are related
"
485,"A banner with a swastika, ""Trump"" and ""Pence"" is from a Michigan coronavirus protest.","The writer is implying that trump and pence are not on the same page
",t5_large,misinfo,"Headline: A banner with a swastika, ""Trump"" and ""Pence"" is from a Michigan coronavirus protest.
Inference: The writer is implying that trump and pence are not on the same page
"
486,Whether coronavirus began with man having sex with a bat.,"The writer is implying that bats transmit covid
",gpt2_large,misinfo,"Headline: Whether coronavirus began with man having sex with a bat.
Inference: The writer is implying that bats transmit covid
"
487,Whether coronavirus began with man having sex with a bat.,"The writer is implying that covid was created by bats
",t5_base,misinfo,"Headline: Whether coronavirus began with man having sex with a bat.
Inference: The writer is implying that covid was created by bats
"
488,Whether coronavirus began with man having sex with a bat.,"The writer is implying that bats can transmit covid-19
",t5_large,misinfo,"Headline: Whether coronavirus began with man having sex with a bat.
Inference: The writer is implying that bats can transmit covid-19
"
489,"A canine coronavirus vaccine shows that ""something is wrong"" in how we are talking about the novel coronavirus.","The writer is implying that covid vaccines are unsafe
",gpt2_large,misinfo,"Headline: A canine coronavirus vaccine shows that ""something is wrong"" in how we are talking about the novel coronavirus.
Inference: The writer is implying that covid vaccines are unsafe
"
490,"A canine coronavirus vaccine shows that ""something is wrong"" in how we are talking about the novel coronavirus.","The writer is implying that covid-19 vaccines are dangerous
",t5_base,misinfo,"Headline: A canine coronavirus vaccine shows that ""something is wrong"" in how we are talking about the novel coronavirus.
Inference: The writer is implying that covid-19 vaccines are dangerous
"
491,"A canine coronavirus vaccine shows that ""something is wrong"" in how we are talking about the novel coronavirus.","The writer is implying that covid vaccines are dangerous
",t5_large,misinfo,"Headline: A canine coronavirus vaccine shows that ""something is wrong"" in how we are talking about the novel coronavirus.
Inference: The writer is implying that covid vaccines are dangerous
"
492,PCR Tests cannot show the novel coronavirus.,"The writer is implying that covid testing is unreliable
",gpt2_large,misinfo,"Headline: PCR Tests cannot show the novel coronavirus.
Inference: The writer is implying that covid testing is unreliable
"
493,PCR Tests cannot show the novel coronavirus.,"The writer is implying that pcr tests cannot show covid
",t5_base,misinfo,"Headline: PCR Tests cannot show the novel coronavirus.
Inference: The writer is implying that pcr tests cannot show covid
"
494,PCR Tests cannot show the novel coronavirus.,"The writer is implying that covid tests are ineffective
",t5_large,misinfo,"Headline: PCR Tests cannot show the novel coronavirus.
Inference: The writer is implying that covid tests are ineffective
"
495,Worshipers were beaten by policemen because they gathered in a church.,"The writer is implying that muslims are violent
",gpt2_large,misinfo,"Headline: Worshipers were beaten by policemen because they gathered in a church.
Inference: The writer is implying that muslims are violent
"
496,Worshipers were beaten by policemen because they gathered in a church.,"The writer is implying that police are beating people in church
",t5_base,misinfo,"Headline: Worshipers were beaten by policemen because they gathered in a church.
Inference: The writer is implying that police are beating people in church
"
497,Worshipers were beaten by policemen because they gathered in a church.,"The writer is implying that worshipers were beaten by policemen because they gathered in church
",t5_large,misinfo,"Headline: Worshipers were beaten by policemen because they gathered in a church.
Inference: The writer is implying that worshipers were beaten by policemen because they gathered in church
"
498,"In his televised evening address on Thursday, April 16, President Rodrigo Duterte said the Philippines was the first to impose a lockdown in Asia amid the coronavirus pandemic.","The writer is implying that the phillipines is the first country to lock down
",gpt2_large,misinfo,"Headline: In his televised evening address on Thursday, April 16, President Rodrigo Duterte said the Philippines was the first to impose a lockdown in Asia amid the coronavirus pandemic.
Inference: The writer is implying that the phillipines is the first country to lock down
"
499,"In his televised evening address on Thursday, April 16, President Rodrigo Duterte said the Philippines was the first to impose a lockdown in Asia amid the coronavirus pandemic.","The writer is implying that the philippines was the first to lock down in asia
",t5_base,misinfo,"Headline: In his televised evening address on Thursday, April 16, President Rodrigo Duterte said the Philippines was the first to impose a lockdown in Asia amid the coronavirus pandemic.
Inference: The writer is implying that the philippines was the first to lock down in asia
"
500,"In his televised evening address on Thursday, April 16, President Rodrigo Duterte said the Philippines was the first to impose a lockdown in Asia amid the coronavirus pandemic.","The writer is implying that the philippines was first to lock down due to covid
",t5_large,misinfo,"Headline: In his televised evening address on Thursday, April 16, President Rodrigo Duterte said the Philippines was the first to impose a lockdown in Asia amid the coronavirus pandemic.
Inference: The writer is implying that the philippines was first to lock down due to covid
"
501,"A claim that police in Thailand can issue fines to anyone who does not wear a face mask in public during the novel coronavirus pandemic has been shared repeatedly on Facebook, Twitter and Line Messenger.","The writer is implying that masks are important
",gpt2_large,misinfo,"Headline: A claim that police in Thailand can issue fines to anyone who does not wear a face mask in public during the novel coronavirus pandemic has been shared repeatedly on Facebook, Twitter and Line Messenger.
Inference: The writer is implying that masks are important
"
502,"A claim that police in Thailand can issue fines to anyone who does not wear a face mask in public during the novel coronavirus pandemic has been shared repeatedly on Facebook, Twitter and Line Messenger.","The writer is implying that masks are a threat to society
",t5_base,misinfo,"Headline: A claim that police in Thailand can issue fines to anyone who does not wear a face mask in public during the novel coronavirus pandemic has been shared repeatedly on Facebook, Twitter and Line Messenger.
Inference: The writer is implying that masks are a threat to society
"
503,"A claim that police in Thailand can issue fines to anyone who does not wear a face mask in public during the novel coronavirus pandemic has been shared repeatedly on Facebook, Twitter and Line Messenger.","The writer is implying that masks are important to wear
",t5_large,misinfo,"Headline: A claim that police in Thailand can issue fines to anyone who does not wear a face mask in public during the novel coronavirus pandemic has been shared repeatedly on Facebook, Twitter and Line Messenger.
Inference: The writer is implying that masks are important to wear
"
504,Study proved efficacy of ivermectin on treatment of COVID-19; the medecin is given by government to treat people in Australia and Ethiopia,"The writer is implying that theres a cure for covid
",gpt2_large,misinfo,"Headline: Study proved efficacy of ivermectin on treatment of COVID-19; the medecin is given by government to treat people in Australia and Ethiopia
Inference: The writer is implying that theres a cure for covid
"
505,Study proved efficacy of ivermectin on treatment of COVID-19; the medecin is given by government to treat people in Australia and Ethiopia,"The writer is implying that ivermectin is effective at treating covid
",t5_base,misinfo,"Headline: Study proved efficacy of ivermectin on treatment of COVID-19; the medecin is given by government to treat people in Australia and Ethiopia
Inference: The writer is implying that ivermectin is effective at treating covid
"
506,Study proved efficacy of ivermectin on treatment of COVID-19; the medecin is given by government to treat people in Australia and Ethiopia,"The writer is implying that ivermectin is effective in treating covid
",t5_large,misinfo,"Headline: Study proved efficacy of ivermectin on treatment of COVID-19; the medecin is given by government to treat people in Australia and Ethiopia
Inference: The writer is implying that ivermectin is effective in treating covid
"
507,"""Nearly half of (Missouri) counties have not reported positive (COVID-19) cases.""","The writer is implying that covid is not spreading in Missouri
",gpt2_large,misinfo,"Headline: ""Nearly half of (Missouri) counties have not reported positive (COVID-19) cases.""
Inference: The writer is implying that covid is not spreading in Missouri
"
508,"""Nearly half of (Missouri) counties have not reported positive (COVID-19) cases.""","The writer is implying that the pandemic is over
",t5_base,misinfo,"Headline: ""Nearly half of (Missouri) counties have not reported positive (COVID-19) cases.""
Inference: The writer is implying that the pandemic is over
"
509,"""Nearly half of (Missouri) counties have not reported positive (COVID-19) cases.""","The writer is implying that half of missouri counties have not reported covid cases
",t5_large,misinfo,"Headline: ""Nearly half of (Missouri) counties have not reported positive (COVID-19) cases.""
Inference: The writer is implying that half of missouri counties have not reported covid cases
"
510,"""The chloroquine stock in Paris hospitals was robbed"".","The writer is implying that the government is corrupt
",gpt2_large,misinfo,"Headline: ""The chloroquine stock in Paris hospitals was robbed"".
Inference: The writer is implying that the government is corrupt
"
511,"""The chloroquine stock in Paris hospitals was robbed"".","The writer is implying that there is a shortage of chloroquine
",t5_base,misinfo,"Headline: ""The chloroquine stock in Paris hospitals was robbed"".
Inference: The writer is implying that there is a shortage of chloroquine
"
512,"""The chloroquine stock in Paris hospitals was robbed"".","The writer is implying that chloroquine stock in paris hospitals was robbed
",t5_large,misinfo,"Headline: ""The chloroquine stock in Paris hospitals was robbed"".
Inference: The writer is implying that chloroquine stock in paris hospitals was robbed
"
513,David Attenborough says saving the planet 'is within reach' on World Environment Day,"The writer is implying that we need to act now
",gpt2_large,misinfo,"Headline: David Attenborough says saving the planet 'is within reach' on World Environment Day
Inference: The writer is implying that we need to act now
"
514,David Attenborough says saving the planet 'is within reach' on World Environment Day,"The writer is implying that david attenborough says saving the planet is within reach
",t5_base,misinfo,"Headline: David Attenborough says saving the planet 'is within reach' on World Environment Day
Inference: The writer is implying that david attenborough says saving the planet is within reach
"
515,David Attenborough says saving the planet 'is within reach' on World Environment Day,"The writer is implying that david attenborough says we can save the planet
",t5_large,misinfo,"Headline: David Attenborough says saving the planet 'is within reach' on World Environment Day
Inference: The writer is implying that david attenborough says we can save the planet
"
516,"Doctors from all over the world have elected hydroxychloroquin ""most effective treatment against Covid-19"".","The writer is implying that hydroxychloroquine cures covid
",gpt2_large,misinfo,"Headline: Doctors from all over the world have elected hydroxychloroquin ""most effective treatment against Covid-19"".
Inference: The writer is implying that hydroxychloroquine cures covid
"
517,"Doctors from all over the world have elected hydroxychloroquin ""most effective treatment against Covid-19"".","The writer is implying that hydroxychloroquin is an effective treatment for covid-19
",t5_base,misinfo,"Headline: Doctors from all over the world have elected hydroxychloroquin ""most effective treatment against Covid-19"".
Inference: The writer is implying that hydroxychloroquin is an effective treatment for covid-19
"
518,"Doctors from all over the world have elected hydroxychloroquin ""most effective treatment against Covid-19"".","The writer is implying that hydroxychloroquin is an effective treatment for covid
",t5_large,misinfo,"Headline: Doctors from all over the world have elected hydroxychloroquin ""most effective treatment against Covid-19"".
Inference: The writer is implying that hydroxychloroquin is an effective treatment for covid
"
519,Analysis: Andrew Dessler: 'Climate Alarmist as Energy Expert' (Part I),"The writer is implying that climate alarmists are energy experts
",gpt2_large,misinfo,"Headline: Analysis: Andrew Dessler: 'Climate Alarmist as Energy Expert' (Part I)
Inference: The writer is implying that climate alarmists are energy experts
"
520,Analysis: Andrew Dessler: 'Climate Alarmist as Energy Expert' (Part I),"The writer is implying that climate change is a hoax
",t5_base,misinfo,"Headline: Analysis: Andrew Dessler: 'Climate Alarmist as Energy Expert' (Part I)
Inference: The writer is implying that climate change is a hoax
"
521,Analysis: Andrew Dessler: 'Climate Alarmist as Energy Expert' (Part I),"The writer is implying that climate change is not real
",t5_large,misinfo,"Headline: Analysis: Andrew Dessler: 'Climate Alarmist as Energy Expert' (Part I)
Inference: The writer is implying that climate change is not real
"
522,The new coronavirus poses a risk to male reproductive health.,"The writer is implying that covid-19 is dangerous for men
",gpt2_large,misinfo,"Headline: The new coronavirus poses a risk to male reproductive health.
Inference: The writer is implying that covid-19 is dangerous for men
"
523,The new coronavirus poses a risk to male reproductive health.,"The writer is implying that coronavirus is dangerous to male reproductive health
",t5_base,misinfo,"Headline: The new coronavirus poses a risk to male reproductive health.
Inference: The writer is implying that coronavirus is dangerous to male reproductive health
"
524,The new coronavirus poses a risk to male reproductive health.,"The writer is implying that male reproductive health is at risk
",t5_large,misinfo,"Headline: The new coronavirus poses a risk to male reproductive health.
Inference: The writer is implying that male reproductive health is at risk
"
525,"Gliricidia sepium or ""matarratn"" tree has ivermectin, a drug used to prevent complications from COVID-19","The writer is implying that there are treatments for covid
",gpt2_large,misinfo,"Headline: Gliricidia sepium or ""matarratn"" tree has ivermectin, a drug used to prevent complications from COVID-19
Inference: The writer is implying that there are treatments for covid
"
526,"Gliricidia sepium or ""matarratn"" tree has ivermectin, a drug used to prevent complications from COVID-19","The writer is implying that gliricidia sepium has ivermectin
",t5_base,misinfo,"Headline: Gliricidia sepium or ""matarratn"" tree has ivermectin, a drug used to prevent complications from COVID-19
Inference: The writer is implying that gliricidia sepium has ivermectin
"
527,"Gliricidia sepium or ""matarratn"" tree has ivermectin, a drug used to prevent complications from COVID-19","The writer is implying that gliricidia sepium is an effective treatment for covid-19
",t5_large,misinfo,"Headline: Gliricidia sepium or ""matarratn"" tree has ivermectin, a drug used to prevent complications from COVID-19
Inference: The writer is implying that gliricidia sepium is an effective treatment for covid-19
"
528,"Laura Dern, Rainn Wilson Promote Virtual Rally to Fight Climate Change","The writer is implying that rainn wilson and rainn wilson promote virtual rally to fight climate change
",gpt2_large,misinfo,"Headline: Laura Dern, Rainn Wilson Promote Virtual Rally to Fight Climate Change
Inference: The writer is implying that rainn wilson and rainn wilson promote virtual rally to fight climate change
"
529,"Laura Dern, Rainn Wilson Promote Virtual Rally to Fight Climate Change","The writer is implying that celebrities are taking climate change seriously
",t5_base,misinfo,"Headline: Laura Dern, Rainn Wilson Promote Virtual Rally to Fight Climate Change
Inference: The writer is implying that celebrities are taking climate change seriously
"
530,"Laura Dern, Rainn Wilson Promote Virtual Rally to Fight Climate Change","The writer is implying that virtual rallies are being held to fight climate change
",t5_large,misinfo,"Headline: Laura Dern, Rainn Wilson Promote Virtual Rally to Fight Climate Change
Inference: The writer is implying that virtual rallies are being held to fight climate change
"
531,Can an environmental catastrophe in Yemen be averted?,"The writer is implying that the government is not doing enough to stop climate change
",gpt2_large,misinfo,"Headline: Can an environmental catastrophe in Yemen be averted?
Inference: The writer is implying that the government is not doing enough to stop climate change
"
532,Can an environmental catastrophe in Yemen be averted?,"The writer is implying that yemen needs to do more to fight climate change
",t5_base,misinfo,"Headline: Can an environmental catastrophe in Yemen be averted?
Inference: The writer is implying that yemen needs to do more to fight climate change
"
533,Can an environmental catastrophe in Yemen be averted?,"The writer is implying that yemen may not be able to stop climate change
",t5_large,misinfo,"Headline: Can an environmental catastrophe in Yemen be averted?
Inference: The writer is implying that yemen may not be able to stop climate change
"
534,Theres So Much Hypocrisy from the Left on This Meghan McCain Levels Her Co-Hosts During Climate,"The writer is implying that some politicians are hypocritical
",gpt2_large,misinfo,"Headline: Theres So Much Hypocrisy from the Left on This Meghan McCain Levels Her Co-Hosts During Climate
Inference: The writer is implying that some politicians are hypocritical
"
535,Theres So Much Hypocrisy from the Left on This Meghan McCain Levels Her Co-Hosts During Climate,"The writer is implying that the left doesn't care about climate change
",t5_base,misinfo,"Headline: Theres So Much Hypocrisy from the Left on This Meghan McCain Levels Her Co-Hosts During Climate
Inference: The writer is implying that the left doesn't care about climate change
"
536,Theres So Much Hypocrisy from the Left on This Meghan McCain Levels Her Co-Hosts During Climate,"The writer is implying that democrats are hypocrites
",t5_large,misinfo,"Headline: Theres So Much Hypocrisy from the Left on This Meghan McCain Levels Her Co-Hosts During Climate
Inference: The writer is implying that democrats are hypocrites
"
537,Speaking of the environment': Joe Biden forced to swat bug in middle of climate change speech,"The writer is implying that the president doesn't care about the environment
",gpt2_large,misinfo,"Headline: Speaking of the environment': Joe Biden forced to swat bug in middle of climate change speech
Inference: The writer is implying that the president doesn't care about the environment
"
538,Speaking of the environment': Joe Biden forced to swat bug in middle of climate change speech,"The writer is implying that biden was forced to swat bug during climate change speech
",t5_base,misinfo,"Headline: Speaking of the environment': Joe Biden forced to swat bug in middle of climate change speech
Inference: The writer is implying that biden was forced to swat bug during climate change speech
"
539,Speaking of the environment': Joe Biden forced to swat bug in middle of climate change speech,"The writer is implying that biden was forced to swat bugs during climate change speech
",t5_large,misinfo,"Headline: Speaking of the environment': Joe Biden forced to swat bug in middle of climate change speech
Inference: The writer is implying that biden was forced to swat bugs during climate change speech
"
540,Muslims are violating the lockdown in India by praying in the open.,"The writer is implying that muslims are being disruptive
",gpt2_large,misinfo,"Headline: Muslims are violating the lockdown in India by praying in the open.
Inference: The writer is implying that muslims are being disruptive
"
541,Muslims are violating the lockdown in India by praying in the open.,"The writer is implying that muslims are violating lockdown
",t5_base,misinfo,"Headline: Muslims are violating the lockdown in India by praying in the open.
Inference: The writer is implying that muslims are violating lockdown
"
542,Muslims are violating the lockdown in India by praying in the open.,"The writer is implying that muslims are violating lockdown rules in india
",t5_large,misinfo,"Headline: Muslims are violating the lockdown in India by praying in the open.
Inference: The writer is implying that muslims are violating lockdown rules in india
"
543,Climate Scientists Try to Rescue Renewable Energies from 'Planet of the Humans',"The writer is implying that climate scientists are trying to save renewable energy
",gpt2_large,misinfo,"Headline: Climate Scientists Try to Rescue Renewable Energies from 'Planet of the Humans'
Inference: The writer is implying that climate scientists are trying to save renewable energy
"
544,Climate Scientists Try to Rescue Renewable Energies from 'Planet of the Humans',"The writer is implying that climate scientists are trying to rescue renewable energy from planet of humans
",t5_base,misinfo,"Headline: Climate Scientists Try to Rescue Renewable Energies from 'Planet of the Humans'
Inference: The writer is implying that climate scientists are trying to rescue renewable energy from planet of humans
"
545,Climate Scientists Try to Rescue Renewable Energies from 'Planet of the Humans',"The writer is implying that renewable energy is being rescued from the planet
",t5_large,misinfo,"Headline: Climate Scientists Try to Rescue Renewable Energies from 'Planet of the Humans'
Inference: The writer is implying that renewable energy is being rescued from the planet
"
546,EU Parliament votes for 60% carbon dioxide emissions cut by 2030  Up from old goal of 40%  Brag EU is 'at the forefront of climate ambition',"The writer is implying that the eu is at the forefront of climate change action
",gpt2_large,misinfo,"Headline: EU Parliament votes for 60% carbon dioxide emissions cut by 2030  Up from old goal of 40%  Brag EU is 'at the forefront of climate ambition'
Inference: The writer is implying that the eu is at the forefront of climate change action
"
547,EU Parliament votes for 60% carbon dioxide emissions cut by 2030  Up from old goal of 40%  Brag EU is 'at the forefront of climate ambition',"The writer is implying that eu parliament votes for 60% carbon dioxide emissions cut by 2030
",t5_base,misinfo,"Headline: EU Parliament votes for 60% carbon dioxide emissions cut by 2030  Up from old goal of 40%  Brag EU is 'at the forefront of climate ambition'
Inference: The writer is implying that eu parliament votes for 60% carbon dioxide emissions cut by 2030
"
548,EU Parliament votes for 60% carbon dioxide emissions cut by 2030  Up from old goal of 40%  Brag EU is 'at the forefront of climate ambition',"The writer is implying that the eu cares about climate change
",t5_large,misinfo,"Headline: EU Parliament votes for 60% carbon dioxide emissions cut by 2030  Up from old goal of 40%  Brag EU is 'at the forefront of climate ambition'
Inference: The writer is implying that the eu cares about climate change
"
549,The WHO celebrates a Chinese cure for COVID-19 which was used in Wuhan.,"The writer is implying that the who is lying to us
",gpt2_large,misinfo,"Headline: The WHO celebrates a Chinese cure for COVID-19 which was used in Wuhan.
Inference: The writer is implying that the who is lying to us
"
550,The WHO celebrates a Chinese cure for COVID-19 which was used in Wuhan.,"The writer is implying that there is a cure for covid
",t5_base,misinfo,"Headline: The WHO celebrates a Chinese cure for COVID-19 which was used in Wuhan.
Inference: The writer is implying that there is a cure for covid
"
551,The WHO celebrates a Chinese cure for COVID-19 which was used in Wuhan.,"The writer is implying that there is a cure for covid-19
",t5_large,misinfo,"Headline: The WHO celebrates a Chinese cure for COVID-19 which was used in Wuhan.
Inference: The writer is implying that there is a cure for covid-19
"
552,"The U.S. government has approved a second round of coronavirus stimulus payments to everyone who signs up  and that the money will be forthcoming in ""5-7 business days.""","The writer is implying that the us government is going to make another wave of stimulus payments
",gpt2_large,misinfo,"Headline: The U.S. government has approved a second round of coronavirus stimulus payments to everyone who signs up  and that the money will be forthcoming in ""5-7 business days.""
Inference: The writer is implying that the us government is going to make another wave of stimulus payments
"
553,"The U.S. government has approved a second round of coronavirus stimulus payments to everyone who signs up  and that the money will be forthcoming in ""5-7 business days.""","The writer is implying that the government is giving out money to people who sign up
",t5_base,misinfo,"Headline: The U.S. government has approved a second round of coronavirus stimulus payments to everyone who signs up  and that the money will be forthcoming in ""5-7 business days.""
Inference: The writer is implying that the government is giving out money to people who sign up
"
554,"The U.S. government has approved a second round of coronavirus stimulus payments to everyone who signs up  and that the money will be forthcoming in ""5-7 business days.""","The writer is implying that the government is helping people during the pandemic
",t5_large,misinfo,"Headline: The U.S. government has approved a second round of coronavirus stimulus payments to everyone who signs up  and that the money will be forthcoming in ""5-7 business days.""
Inference: The writer is implying that the government is helping people during the pandemic
"
555,"Coronavirus can in no way withstand heat, sunlight or other UV radiation. In other words, skin and surfaces are momentarily sterilized by sunlight or other UV radiation.","The writer is implying that covid-19 is not a threat
",gpt2_large,misinfo,"Headline: Coronavirus can in no way withstand heat, sunlight or other UV radiation. In other words, skin and surfaces are momentarily sterilized by sunlight or other UV radiation.
Inference: The writer is implying that covid-19 is not a threat
"
556,"Coronavirus can in no way withstand heat, sunlight or other UV radiation. In other words, skin and surfaces are momentarily sterilized by sunlight or other UV radiation.","The writer is implying that covid-19 can't be cured by sunlight
",t5_base,misinfo,"Headline: Coronavirus can in no way withstand heat, sunlight or other UV radiation. In other words, skin and surfaces are momentarily sterilized by sunlight or other UV radiation.
Inference: The writer is implying that covid-19 can't be cured by sunlight
"
557,"Coronavirus can in no way withstand heat, sunlight or other UV radiation. In other words, skin and surfaces are momentarily sterilized by sunlight or other UV radiation.","The writer is implying that sunlight and other uv radiation kills covid
",t5_large,misinfo,"Headline: Coronavirus can in no way withstand heat, sunlight or other UV radiation. In other words, skin and surfaces are momentarily sterilized by sunlight or other UV radiation.
Inference: The writer is implying that sunlight and other uv radiation kills covid
"
558,COVID19 dead patients are dropped from a plane in Mexico.,"The writer is implying that covid deaths are fake
",gpt2_large,misinfo,"Headline: COVID19 dead patients are dropped from a plane in Mexico.
Inference: The writer is implying that covid deaths are fake
"
559,COVID19 dead patients are dropped from a plane in Mexico.,"The writer is implying that covid patients are dropped from planes in mexico
",t5_base,misinfo,"Headline: COVID19 dead patients are dropped from a plane in Mexico.
Inference: The writer is implying that covid patients are dropped from planes in mexico
"
560,COVID19 dead patients are dropped from a plane in Mexico.,"The writer is implying that covid is spreading in mexico
",t5_large,misinfo,"Headline: COVID19 dead patients are dropped from a plane in Mexico.
Inference: The writer is implying that covid is spreading in mexico
"
561,A Turkish citizen in Yozgat ate yogurt and soap together to get rid of the virus.,"The writer is implying that a turkish citizen in yozgat eats yogurt and soap
",gpt2_large,misinfo,"Headline: A Turkish citizen in Yozgat ate yogurt and soap together to get rid of the virus.
Inference: The writer is implying that a turkish citizen in yozgat eats yogurt and soap
"
562,A Turkish citizen in Yozgat ate yogurt and soap together to get rid of the virus.,"The writer is implying that yoghurt and soap cure covid
",t5_base,misinfo,"Headline: A Turkish citizen in Yozgat ate yogurt and soap together to get rid of the virus.
Inference: The writer is implying that yoghurt and soap cure covid
"
563,A Turkish citizen in Yozgat ate yogurt and soap together to get rid of the virus.,"The writer is implying that yogurt and soap can cure covid
",t5_large,misinfo,"Headline: A Turkish citizen in Yozgat ate yogurt and soap together to get rid of the virus.
Inference: The writer is implying that yogurt and soap can cure covid
"
564,Susan Crockford: No climate emergency for polar bears,"The writer is implying that polar bears are being harmed by climate change
",gpt2_large,misinfo,"Headline: Susan Crockford: No climate emergency for polar bears
Inference: The writer is implying that polar bears are being harmed by climate change
"
565,Susan Crockford: No climate emergency for polar bears,"The writer is implying that sars-crockford thinks climate change isn't real
",t5_base,misinfo,"Headline: Susan Crockford: No climate emergency for polar bears
Inference: The writer is implying that sars-crockford thinks climate change isn't real
"
566,Susan Crockford: No climate emergency for polar bears,"The writer is implying that polar bears don't need to worry about climate change
",t5_large,misinfo,"Headline: Susan Crockford: No climate emergency for polar bears
Inference: The writer is implying that polar bears don't need to worry about climate change
"
567,"A picture that is shared in Social Media compared deaths by malaria, alcohol, car accidents, the flu, suicide and other causes since the beginning of 2020 with COVID-19. The message is that the number of people who die of COVID-19 is low in comparison.","The writer is implying that covid statistics are exaggerated
",gpt2_large,misinfo,"Headline: A picture that is shared in Social Media compared deaths by malaria, alcohol, car accidents, the flu, suicide and other causes since the beginning of 2020 with COVID-19. The message is that the number of people who die of COVID-19 is low in comparison.
Inference: The writer is implying that covid statistics are exaggerated
"
568,"A picture that is shared in Social Media compared deaths by malaria, alcohol, car accidents, the flu, suicide and other causes since the beginning of 2020 with COVID-19. The message is that the number of people who die of COVID-19 is low in comparison.","The writer is implying that the number of covid deaths is low
",t5_base,misinfo,"Headline: A picture that is shared in Social Media compared deaths by malaria, alcohol, car accidents, the flu, suicide and other causes since the beginning of 2020 with COVID-19. The message is that the number of people who die of COVID-19 is low in comparison.
Inference: The writer is implying that the number of covid deaths is low
"
569,"A picture that is shared in Social Media compared deaths by malaria, alcohol, car accidents, the flu, suicide and other causes since the beginning of 2020 with COVID-19. The message is that the number of people who die of COVID-19 is low in comparison.","The writer is implying that covid isn't that bad
",t5_large,misinfo,"Headline: A picture that is shared in Social Media compared deaths by malaria, alcohol, car accidents, the flu, suicide and other causes since the beginning of 2020 with COVID-19. The message is that the number of people who die of COVID-19 is low in comparison.
Inference: The writer is implying that covid isn't that bad
"
570,What does the first climate question at a US debate in 20 years reveal?,"The writer is implying that society cares about climate change
",gpt2_large,misinfo,"Headline: What does the first climate question at a US debate in 20 years reveal?
Inference: The writer is implying that society cares about climate change
"
571,What does the first climate question at a US debate in 20 years reveal?,"The writer is implying that climate change is a hot topic in the us
",t5_base,misinfo,"Headline: What does the first climate question at a US debate in 20 years reveal?
Inference: The writer is implying that climate change is a hot topic in the us
"
572,What does the first climate question at a US debate in 20 years reveal?,"The writer is implying that climate change is a hot topic in the debates
",t5_large,misinfo,"Headline: What does the first climate question at a US debate in 20 years reveal?
Inference: The writer is implying that climate change is a hot topic in the debates
"
573,Coronavirus vaccine just around the corner. Numerous Danish news reports stating that all kinds of vaccines are just about ready.,"The writer is implying that covid-19 is no longer a threat
",gpt2_large,misinfo,"Headline: Coronavirus vaccine just around the corner. Numerous Danish news reports stating that all kinds of vaccines are just about ready.
Inference: The writer is implying that covid-19 is no longer a threat
"
